index,age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
930,10,147,102,129,42,2,2,4,3,3,2,2,0,2,2,0,2,Negative
931,5,73,100,130,39,2,2,2,3,3,2,0,0,2,2,0,2,Negative
936,10,26,101,145,57,0,2,1,1,3,2,2,0,0,2,1,2,Negative
940,1,178,101,92,52,2,0,1,1,1,2,2,0,2,2,0,2,Negative
941,1,48,101,189,32,0,1,1,3,1,0,2,0,2,0,0,2,Negative
942,4,75,101,164,28,0,1,2,3,2,2,2,0,2,0,0,2,Negative
946,0.4166666666666667,83,99,156,53,2,0,2,3,1,0,0,0,2,2,0,2,Negative
949,4,84,99,186,41,2,0,4,1,3,2,2,0,2,2,1,2,Negative
953,10,11,102,132,47,2,1,1,3,1,2,0,0,2,2,1,2,Negative
954,2,11,104,164,23,2,1,2,3,3,0,0,1,0,1,0,2,Positive
957,2,87,99,152,135,0,0,2,1,3,2,2,0,2,2,0,2,Negative
958,3,25,102,114,24,1,3,4,3,1,2,2,0,2,2,0,1,Negative
959,0.08333333333333333,51,100,131,27,2,0,4,2,0,1,0,0,2,2,0,2,Negative
961,3,25,102,173,49,0,0,2,2,3,2,0,0,2,2,0,2,Negative
962,8,38,100,121,150,2,0,4,3,2,0,2,0,2,0,0,2,Negative
965,0.3333333333333333,85,102,154,28,2,0,2,3,2,2,0,0,2,2,0,2,Negative
966,1,12,101,95,147,2,0,4,3,1,2,2,0,2,2,1,0,Negative
967,1,83,101,187,46,2,0,1,2,1,2,2,0,2,2,0,2,Negative
969,0.3333333333333333,23,100,154,131,0,0,2,1,1,2,2,0,2,2,0,2,Negative
970,2,43,100,169,58,2,0,2,0,3,2,2,0,2,0,0,2,Negative
973,5,6,101,97,142,2,2,1,3,1,2,2,0,2,2,0,2,Negative
974,3,52,101,131,150,1,3,1,3,1,1,2,0,2,2,0,0,Negative
986,2,8,102,169,122,1,3,1,3,1,2,0,0,2,2,0,1,Negative
988,1,68,101,96,38,2,0,4,3,3,0,1,0,2,2,0,2,Negative
991,0.25,60,104,169,19,0,0,4,1,1,2,0,1,0,2,1,2,Positive
992,5,59,101,142,128,2,2,4,1,3,1,0,0,2,2,0,2,Negative
996,2,44,99,137,19,2,0,2,3,0,2,2,0,2,2,0,2,Negative
997,3,88,102,112,28,0,0,1,3,3,2,2,0,0,2,0,2,Negative
998,0.08333333333333333,43,101,108,40,2,0,4,3,3,2,1,0,2,0,1,1,Negative
1000,0.16666666666666666,27,101,96,28,2,0,1,3,1,0,2,1,2,2,0,2,Negative
1001,2,90,99,92,23,0,1,1,1,1,2,2,0,2,0,0,1,Negative
1004,0.16666666666666666,69,102,98,123,2,1,4,1,1,0,1,0,2,2,0,2,Negative
1005,0.75,56,101,162,23,2,1,2,2,3,0,2,0,2,2,1,2,Negative
1007,4,30,101,124,50,2,0,2,1,3,0,1,0,2,2,0,0,Negative
1023,0.16666666666666666,82,101,150,38,0,1,4,1,1,2,2,0,2,2,0,2,Negative
1024,7,65,100,181,141,1,3,4,2,2,0,2,0,2,2,0,2,Negative
1029,0.08333333333333333,49,102,171,38,2,2,4,1,1,0,2,0,0,2,0,2,Negative
1036,0.019230769230769232,33,101,143,20,1,3,4,1,0,0,2,0,2,2,0,2,Negative
1037,0.019230769230769232,28,100,119,143,1,3,2,1,3,1,2,0,2,2,0,2,Negative
1043,1,62,101,120,46,2,0,2,2,3,0,0,0,2,2,0,0,Negative
1044,8,25,102,130,36,2,2,1,2,1,2,0,0,2,2,0,2,Negative
1045,0.25,19,101,117,36,2,0,4,3,0,0,2,0,2,2,0,1,Negative
1046,1,52,102,163,37,0,2,1,3,1,0,2,0,2,2,0,2,Negative
1048,1,76,102,165,128,2,0,1,3,2,2,0,0,2,0,0,2,Negative
1049,1,78,100,95,60,1,3,2,3,1,2,0,0,2,2,0,2,Negative
1050,1,42,99,182,56,2,1,2,3,1,2,2,0,2,2,0,2,Negative
1052,1,20,103,132,22,2,0,2,1,2,0,0,1,1,1,0,2,Positive
1053,1,77,101,155,48,2,0,4,0,3,2,0,0,2,2,0,2,Negative
1054,3,9,102,177,136,2,0,4,3,3,1,1,0,2,2,0,2,Negative
1057,2,40,104,185,132,2,0,2,0,1,2,0,0,0,1,0,0,Positive
1060,3,65,102,110,23,0,0,4,3,3,2,2,0,0,2,0,2,Negative
1061,0.16666666666666666,77,100,95,56,2,1,4,1,3,2,2,0,2,2,0,2,Negative
1063,1,48,100,108,51,2,1,2,3,2,0,0,0,0,2,0,2,Negative
1068,1,41,99,107,122,2,2,2,3,1,2,2,0,2,2,0,2,Negative
1071,2,31,101,162,135,1,3,4,1,2,0,0,0,2,2,0,2,Negative
1073,0.9166666666666666,187,99,123,55,2,0,4,1,2,0,2,0,0,0,0,2,Negative
1077,0.16666666666666666,69,100,127,25,2,0,1,0,1,2,2,0,2,2,0,2,Negative
1078,7,24,102,98,33,1,3,4,1,1,0,0,0,2,2,0,2,Negative
1081,2,42,100,126,54,0,1,4,1,2,2,2,0,0,2,0,2,Negative
1082,2,46,101,99,47,2,0,4,3,3,1,2,0,0,0,0,2,Negative
1084,0.25,66,102,171,131,2,0,2,3,3,0,0,0,2,2,0,2,Negative
1086,3,15,102,134,40,2,1,2,3,3,2,0,0,2,0,0,2,Negative
1088,1,77,99,158,49,1,3,1,3,3,2,2,0,2,2,1,2,Negative
1093,3,6,101,88,19,2,1,1,1,0,2,0,0,2,2,0,2,Negative
1098,0.08333333333333333,23,101,103,40,1,3,1,2,1,1,2,0,0,2,0,2,Negative
1099,1,87,99,141,121,2,0,2,1,3,2,2,0,2,0,0,0,Negative
1100,2,45,105,143,30,1,3,4,1,3,0,2,0,1,2,0,1,Positive
1101,0.3333333333333333,90,103,95,130,2,0,2,0,1,0,2,0,1,1,1,2,Positive
1102,2,49,104,166,144,2,1,1,0,3,2,2,1,1,0,0,2,Positive
1104,1,68,101,144,36,1,3,2,0,3,2,0,0,0,0,0,2,Negative
1105,0.07692307692307693,19,100,158,137,0,1,1,1,2,2,0,0,2,2,0,1,Negative
1106,5,67,100,160,58,2,1,2,3,3,2,0,0,2,2,0,0,Negative
1117,1,13,101,98,27,0,0,4,3,1,1,2,0,2,2,0,2,Negative
1118,1,54,103,122,51,2,0,1,0,3,2,0,1,2,1,0,0,Positive
1122,1,80,101,188,36,2,1,4,0,2,2,0,0,2,2,0,2,Negative
1126,6,53,99,163,48,1,3,2,1,1,2,2,0,2,2,1,2,Negative
1128,2,54,100,119,58,2,0,2,1,1,2,2,0,0,1,0,2,Negative
1131,6,76,101,150,52,2,1,1,2,3,2,0,0,2,2,0,2,Negative
1135,0.25,118,102,163,136,2,0,2,3,3,0,0,0,0,2,0,2,Negative
1136,0.16666666666666666,81,101,142,59,0,0,4,3,3,1,0,0,2,2,0,2,Negative
1138,0.08333333333333333,23,99,91,48,1,3,1,2,3,2,0,0,2,2,0,2,Negative
1144,1,65,101,119,36,2,0,2,3,3,0,2,0,2,0,1,0,Negative
1148,0.08333333333333333,70,99,142,29,1,3,1,3,3,1,1,1,2,2,0,2,Negative
1149,0.08333333333333333,87,102,176,130,2,1,4,1,0,2,2,0,2,1,0,2,Negative
1152,1,66,101,178,60,2,1,4,3,1,1,1,0,2,2,1,2,Negative
1154,0.25,67,101,150,132,0,1,1,1,1,1,2,0,2,2,0,0,Negative
1155,2,12,102,101,40,2,0,1,3,3,2,2,0,2,2,0,2,Negative
1159,1,155,100,100,42,2,0,1,3,3,0,0,0,2,2,0,2,Negative
1163,7,80,103,101,52,2,1,2,2,3,0,0,0,0,0,1,2,Positive
1164,3,65,99,116,51,2,1,4,3,1,2,2,0,0,0,0,2,Negative
1165,2,20,100,106,36,2,2,1,1,3,0,2,0,0,2,0,2,Negative
1166,4,74,99,102,24,2,1,1,3,0,2,2,0,2,2,0,2,Negative
1167,0.3333333333333333,41,100,187,55,1,3,1,2,2,2,1,0,2,2,0,2,Negative
1171,0.08333333333333333,55,102,111,31,0,1,1,0,0,2,2,0,2,2,0,2,Negative
1174,11,33,102,96,19,2,1,4,3,0,0,2,0,2,0,0,2,Negative
1176,12,70,102,127,52,2,0,1,1,3,0,2,0,2,2,0,2,Negative
1188,1,73,102,107,138,2,0,1,3,1,0,2,0,2,2,0,2,Negative
1189,2,38,102,118,49,2,2,1,1,1,2,0,0,0,2,0,0,Negative
1190,7,89,104,133,58,0,0,2,0,1,0,0,1,0,1,0,0,Positive
1191,0.25,131,105,188,127,1,3,1,1,1,2,1,0,2,2,1,2,Positive
1192,2,77,105,93,24,2,0,2,1,1,1,0,0,0,1,0,2,Positive
1196,2,63,99,142,43,1,3,2,2,3,0,2,0,2,2,0,2,Negative
1202,2,7,102,108,150,1,3,1,1,3,2,1,0,2,2,0,0,Negative
1204,2,26,100,190,60,2,1,1,2,3,2,0,0,0,2,0,2,Negative
1208,1,88,105,173,51,2,1,2,1,2,0,0,0,2,1,0,2,Positive
1211,0.25,88,103,104,140,2,0,2,3,3,3,0,0,0,1,1,0,Positive
1212,1,58,101,139,30,0,0,4,3,1,0,0,0,2,2,0,2,Negative
1216,15,62,102,108,147,2,1,1,1,1,2,1,0,2,2,1,2,Negative
1217,1,22,105,163,33,0,0,2,0,3,1,1,1,2,1,0,1,Positive
1225,7,29,102,109,41,2,1,1,2,1,2,0,0,2,2,0,1,Negative
1228,0.08333333333333333,67,100,175,148,2,1,2,2,1,1,2,0,2,2,0,2,Negative
1229,0.16666666666666666,77,99,172,43,2,0,1,3,1,2,1,0,0,2,0,2,Negative
1230,6,88,100,144,24,2,1,2,3,1,2,2,0,2,2,0,2,Negative
1234,4,39,102,186,146,2,0,2,1,3,2,0,0,2,2,0,2,Negative
1253,0.16666666666666666,38,101,93,53,2,1,4,3,3,2,2,0,0,2,0,2,Negative
1254,2,39,104,92,134,2,0,2,1,3,0,0,0,1,1,1,2,Positive
1259,0.08333333333333333,40,100,118,22,2,1,4,1,3,1,1,0,0,2,0,2,Negative
1260,0.08333333333333333,29,100,120,136,2,0,2,3,3,2,0,0,2,2,0,0,Negative
1263,0.75,48,101,125,40,2,0,0,3,1,2,2,0,2,2,0,1,Negative
1264,0.75,5,99,186,57,2,0,1,3,3,2,2,0,2,2,1,2,Negative
1267,1,9,99,89,44,2,1,2,3,1,2,2,0,2,2,0,2,Negative
1270,0.25,43,100,102,26,1,3,4,3,1,2,2,0,2,2,0,2,Negative
1272,2,63,104,190,44,2,0,1,1,1,3,0,0,1,2,1,0,Positive
1273,2,49,99,171,45,2,1,1,3,1,0,2,0,2,2,0,2,Negative
1277,0.4166666666666667,88,102,186,122,2,0,1,1,3,2,2,0,2,0,0,2,Negative
1282,7,7,100,129,39,2,0,2,2,2,2,0,0,2,2,0,2,Negative
1283,0.25,193,99,91,48,2,2,4,3,1,0,0,0,0,2,0,2,Negative
1286,10,69,102,157,56,2,1,4,1,1,3,2,0,2,2,1,0,Negative
1287,0.25,66,102,165,142,2,1,1,3,3,2,2,0,2,2,0,1,Negative
1293,4,86,102,106,143,0,1,2,2,2,0,0,0,2,2,0,2,Negative
1295,0.25,90,102,127,50,2,0,2,3,0,0,2,0,2,2,0,2,Negative
1296,1,27,101,190,18,2,0,4,1,1,2,0,0,2,2,0,2,Negative
1300,1,40,104,104,46,1,3,2,1,3,1,0,1,1,2,1,2,Positive
1302,2,22,100,156,142,2,1,1,1,3,0,2,0,0,0,0,2,Negative
1308,1,43,100,163,132,2,0,1,2,3,2,0,0,2,2,0,2,Negative
1310,0.4166666666666667,21,99,115,144,2,1,2,2,1,2,2,0,2,2,0,2,Negative
1311,6,73,99,132,31,1,3,4,3,3,2,1,0,2,2,0,2,Negative
1312,1,50,102,167,55,2,2,1,1,3,2,1,0,2,2,0,0,Negative
1318,10,84,101,143,18,2,0,2,3,1,0,2,0,2,2,0,2,Negative
1320,1,54,101,99,50,1,3,1,1,1,2,2,0,2,2,1,2,Negative
1323,6,88,103,188,129,1,3,2,1,2,2,0,0,1,1,1,2,Positive
1324,0.4166666666666667,82,99,189,135,2,0,2,3,1,0,1,0,2,0,0,2,Negative
1325,0.3333333333333333,49,101,182,32,2,1,2,1,1,2,2,0,2,2,0,2,Negative
1327,1,12,102,98,46,2,1,1,3,3,2,1,0,2,2,0,2,Negative
1330,2,36,102,157,39,1,3,2,3,3,2,1,0,2,2,1,2,Negative
1332,6,66,99,153,40,2,0,1,3,0,2,2,0,2,2,1,2,Negative
1333,2,17,101,126,149,2,0,1,3,3,2,0,0,2,2,1,1,Negative
1343,4,88,101,115,125,2,0,1,1,2,2,0,0,2,2,0,4,Negative
1345,9,75,101,151,132,1,3,4,3,1,0,2,0,2,2,0,2,Negative
1347,0.08333333333333333,51,101,143,131,2,0,1,3,1,2,2,0,2,2,0,2,Negative
1348,2,32,105,100,52,2,0,2,3,1,0,0,1,0,2,1,3,Positive
1349,0.16666666666666666,42,101,158,34,2,2,4,3,3,2,2,0,2,2,0,2,Negative
1351,20,80,104,99,23,0,1,2,3,2,0,0,0,1,1,0,2,Positive
1352,1,89,99,112,59,0,0,1,1,3,2,0,0,2,0,0,2,Negative
1353,0.019230769230769232,63,102,139,37,1,3,0,3,1,1,2,0,2,2,0,2,Negative
1355,0.019230769230769232,31,103,147,50,2,1,2,3,1,2,0,0,0,2,1,0,Positive
1361,2,17,100,143,58,1,3,4,2,1,0,2,0,2,0,0,2,Negative
1362,6,47,100,125,40,2,0,2,1,2,2,0,0,0,0,0,2,Negative
1368,0.5833333333333334,82,102,150,49,2,1,1,1,1,2,0,0,2,2,0,2,Negative
1370,0.16666666666666666,75,101,167,36,1,3,1,3,3,2,2,0,2,2,0,0,Negative
1372,0.3333333333333333,57,100,144,131,2,2,4,2,1,2,2,0,2,2,0,2,Negative
1375,6,26,99,136,37,2,1,2,2,1,1,0,0,2,0,0,0,Negative
1377,2,65,101,113,123,2,0,4,1,1,1,2,1,2,0,0,2,Negative
1378,0.5833333333333334,33,101,162,20,2,0,2,2,3,1,2,0,2,2,0,2,Negative
1381,0.3333333333333333,49,105,129,59,0,0,2,1,3,1,2,1,0,0,1,2,Positive
1382,3,33,99,115,22,0,0,1,1,2,2,0,0,2,2,0,2,Negative
1383,6,35,101,105,18,2,0,1,1,1,2,2,0,2,2,1,0,Negative
1384,2,71,99,145,45,2,0,2,1,3,2,2,0,2,2,0,2,Negative
1385,0.5,33,101,100,45,2,1,1,3,1,0,1,0,0,2,1,2,Negative
1386,1,55,102,188,20,2,1,1,3,1,2,2,0,2,2,0,0,Negative
1387,0.25,158,100,143,31,2,0,4,3,1,1,0,0,2,2,0,2,Negative
1394,0.5833333333333334,22,102,115,125,2,2,4,3,3,2,2,0,2,0,0,2,Negative
1395,12,103,99,177,33,2,1,2,1,3,1,2,0,2,2,0,2,Negative
1398,5,32,100,95,19,1,3,4,3,2,2,2,0,2,2,0,2,Negative
1400,4,88,102,161,32,0,0,1,1,3,0,0,0,2,2,0,2,Negative
1402,3,85,105,117,48,2,2,2,3,3,3,0,0,1,1,1,2,Positive
1403,0.08333333333333333,85,99,137,121,2,0,2,1,3,1,0,0,2,2,1,2,Negative
1407,7,9,99,136,56,1,3,4,3,2,2,0,0,2,2,0,0,Negative
1408,9,84,101,157,56,2,0,0,1,2,0,2,0,2,2,0,0,Negative
1410,2,22,100,105,42,2,2,2,3,1,2,2,0,2,0,0,0,Negative
1411,1,40,101,100,52,2,0,2,3,1,1,0,0,2,2,0,2,Negative
1415,2,75,102,104,42,0,1,4,0,0,2,2,0,2,0,0,2,Negative
1422,0.07692307692307693,76,101,136,139,2,0,4,1,3,2,2,0,0,2,0,2,Negative
1424,4,37,99,92,57,2,2,4,1,3,0,1,0,2,0,0,2,Negative
1425,2,83,102,107,41,2,2,4,2,1,0,2,0,2,2,0,2,Negative
1428,0.07692307692307693,43,99,184,149,2,2,2,3,1,0,0,1,0,2,0,2,Negative
1429,8,20,101,100,138,2,2,1,1,1,2,0,0,2,0,0,2,Negative
1431,13,75,101,135,24,2,2,2,3,1,2,2,0,2,2,0,2,Negative
1432,0.3333333333333333,47,99,165,51,1,3,1,3,1,2,0,0,2,2,0,2,Negative
1437,6,89,99,107,46,2,1,1,0,1,2,0,0,2,2,0,2,Negative
1439,1,32,102,131,132,2,2,4,3,3,0,2,0,2,2,1,2,Negative
1443,0.75,23,101,167,149,2,1,4,3,3,2,2,0,2,0,1,2,Negative
1445,0.6666666666666666,43,101,158,31,1,3,1,3,1,2,2,0,2,2,0,2,Negative
1447,6,67,99,127,31,1,3,4,1,3,2,0,0,2,2,0,2,Negative
1448,0.08333333333333333,88,102,181,137,2,0,2,3,1,2,2,0,2,2,0,2,Negative
1450,0.6666666666666666,23,100,99,45,1,3,2,3,1,2,0,0,2,2,0,2,Negative
1452,0.5,33,102,103,145,1,3,1,1,1,2,2,0,2,2,1,0,Negative
1453,10,25,103,89,125,2,0,2,1,2,0,1,0,2,1,0,0,Positive
1457,0,30,101,113,51,2,0,1,3,3,2,0,0,2,2,0,2,Negative
1458,0,52,99,122,48,2,0,4,3,3,2,0,0,2,2,0,0,Negative
1459,0,78,100,116,122,2,2,4,0,3,2,2,0,2,2,0,2,Negative
1462,2,5,102,99,58,2,0,0,3,1,2,0,0,2,2,0,2,Negative
1466,0.5833333333333334,90,102,177,39,1,3,2,1,3,2,2,0,0,0,0,2,Negative
1470,0.8333333333333334,53,100,154,48,1,3,4,2,3,0,1,0,0,2,0,1,Negative
1471,13,82,100,177,139,2,0,4,1,2,0,2,0,2,2,0,2,Negative
1472,2,58,100,113,29,2,1,4,1,3,2,2,0,2,2,0,0,Negative
1476,0.4166666666666667,23,100,132,150,2,0,2,2,3,2,2,0,0,2,0,2,Negative
1479,9,67,99,135,20,2,0,4,3,1,2,0,0,2,2,0,0,Negative
1480,2,7,99,181,50,2,2,2,1,1,0,2,0,0,2,0,2,Negative
1481,10,76,102,130,44,0,1,1,1,2,0,2,0,2,2,0,2,Negative
1483,0.08333333333333333,43,103,93,29,2,2,2,2,3,0,1,1,1,2,0,0,Positive
1492,2,38,105,119,135,2,0,2,3,3,1,1,1,2,1,1,0,Positive
1497,1,9,99,148,42,1,3,1,3,2,1,2,0,2,2,0,1,Negative
1499,2,68,103,102,38,2,1,2,3,1,0,0,1,1,2,1,2,Positive
1501,2,22,100,98,59,2,2,1,3,3,2,0,0,2,0,0,2,Negative
1508,0.16666666666666666,26,100,127,39,2,0,2,3,3,0,0,0,2,2,0,2,Negative
1510,6,18,99,109,31,2,2,1,3,1,0,2,0,2,2,0,2,Negative
1519,0.16666666666666666,24,104,169,47,2,0,1,1,2,2,2,1,1,1,1,2,Positive
1521,0.16666666666666666,32,101,93,43,2,0,2,2,1,2,0,0,2,2,0,2,Negative
1523,0.07692307692307693,13,99,102,27,2,0,4,1,1,0,0,0,2,2,0,0,Negative
1525,11,44,100,122,49,1,3,2,1,3,0,2,0,2,2,1,0,Negative
1527,0.5,51,101,115,23,2,0,4,3,2,2,2,0,2,2,0,2,Negative
1528,2,50,101,90,21,2,0,1,1,1,2,2,0,2,2,0,0,Negative
1530,1,85,102,134,143,2,2,4,1,1,1,0,0,2,2,0,0,Negative
1531,0.07692307692307693,69,102,103,38,2,0,2,3,3,0,2,0,2,2,0,2,Negative
1532,2,193,99,172,136,2,0,2,1,1,1,1,0,2,2,0,2,Negative
1535,1,63,99,110,27,1,3,1,1,0,0,1,0,2,2,0,2,Negative
1536,4,64,101,123,38,2,0,4,1,3,0,2,0,2,2,0,2,Negative
1537,0.08333333333333333,86,102,113,42,0,0,4,3,3,0,2,0,2,2,0,2,Negative
1539,1,91,101,113,34,2,2,4,2,3,2,2,0,2,2,0,2,Negative
1540,5,54,102,127,32,2,0,2,1,3,0,0,0,2,0,0,2,Negative
1541,1,79,101,142,38,0,0,2,2,3,0,0,0,2,2,0,0,Negative
1543,2,23,102,162,133,0,2,1,3,1,2,2,0,0,2,0,1,Negative
1545,0.16666666666666666,34,102,169,125,1,3,4,1,3,2,2,0,2,2,0,2,Negative
1550,2,81,102,148,23,2,1,4,1,3,2,2,0,2,2,0,0,Negative
1552,1,75,99,186,18,2,2,1,3,3,2,2,0,2,2,0,2,Negative
1556,9,63,103,144,133,2,1,2,3,1,3,2,0,0,1,1,2,Positive
1557,10,30,100,124,57,2,2,1,1,3,0,0,0,2,2,1,2,Negative
1558,8,81,102,178,28,2,2,2,1,1,2,2,0,2,2,1,0,Negative
1561,3,42,99,109,45,1,3,4,3,1,0,2,0,2,2,0,2,Negative
1564,14,8,101,148,129,2,2,1,1,3,2,2,0,2,2,0,2,Negative
1565,1,19,99,103,21,2,0,1,1,3,0,1,0,2,0,0,2,Negative
1566,1,72,102,111,32,2,0,1,1,3,1,0,0,2,0,0,2,Negative
1567,2,81,99,121,44,2,0,4,1,3,1,2,0,0,2,0,0,Negative
1572,2,34,103,97,59,2,1,2,2,2,2,0,0,1,0,1,2,Positive
1573,10,65,101,177,123,2,1,4,3,2,2,2,0,2,2,0,2,Negative
1576,1,71,101,93,54,2,1,1,1,2,0,2,0,2,2,0,2,Negative
1581,8,42,101,190,142,2,0,4,1,3,2,1,0,2,0,0,2,Negative
1588,2,80,99,121,39,2,0,4,3,1,1,2,0,2,0,0,0,Negative
1590,2,82,100,185,53,0,1,1,3,3,1,2,0,2,2,0,2,Negative
1591,0.16666666666666666,90,99,176,131,2,0,2,2,1,2,0,0,2,0,0,2,Negative
1596,0.08333333333333333,80,99,97,143,2,1,4,0,3,2,0,0,2,2,0,0,Negative
1597,0.08333333333333333,29,100,164,144,2,1,4,3,3,2,2,0,2,2,0,2,Negative
1603,5,87,102,152,40,2,2,4,3,1,2,2,0,2,2,0,2,Negative
1610,2,34,103,131,29,2,0,1,3,0,2,0,0,1,1,0,2,Positive
1612,2,68,101,177,137,2,1,1,1,2,2,0,0,2,0,0,1,Negative
1613,2,63,99,118,55,2,0,2,3,3,2,0,0,2,0,1,4,Negative
1614,2,78,102,145,21,0,0,1,1,1,0,2,0,2,2,0,2,Negative
1616,4,39,99,144,25,2,0,1,3,1,2,2,0,2,2,0,2,Negative
1619,1,53,100,120,40,2,0,2,2,3,2,2,0,2,2,0,2,Negative
1624,2,38,101,187,49,0,2,1,1,3,2,2,0,2,2,0,4,Negative
1625,2,79,100,92,133,2,2,1,1,3,0,2,0,0,0,1,2,Negative
1628,0.057692307692307696,15,100,98,18,2,0,4,1,1,2,2,0,2,2,0,2,Negative
1633,6,7,102,116,145,2,2,1,1,1,1,2,0,2,2,1,2,Negative
1638,0.038461538461538464,65,102,159,28,1,3,2,3,1,1,0,0,2,2,0,2,Negative
1641,0.08333333333333333,73,102,117,32,0,2,4,1,1,2,2,0,2,2,0,2,Negative
1643,14,22,102,150,19,1,3,4,3,3,0,1,0,2,2,0,2,Negative
1649,1,106,102,152,25,0,0,2,1,3,0,2,0,2,2,0,2,Negative
1650,1,84,100,114,25,1,3,4,3,1,2,2,0,2,2,0,2,Negative
1654,0.16666666666666666,17,101,180,60,2,1,1,3,1,0,2,0,2,2,0,2,Negative
1655,0.16666666666666666,64,100,136,33,2,2,1,1,2,2,0,0,2,0,0,2,Negative
1656,0.08333333333333333,14,101,126,54,2,2,1,1,3,1,2,0,2,2,0,2,Negative
1659,0.16666666666666666,7,102,98,22,2,0,4,3,1,2,0,0,2,2,0,2,Negative
1660,0.16666666666666666,55,101,175,50,2,0,2,3,3,2,2,0,2,0,0,2,Negative
1665,0.08333333333333333,5,99,96,142,2,0,2,1,3,0,2,0,2,2,1,2,Negative
1666,0.08333333333333333,48,102,123,121,2,0,2,3,1,2,2,0,2,2,0,2,Negative
1667,2,87,102,148,60,2,0,1,1,1,0,0,0,2,2,0,2,Negative
1669,0.4166666666666667,71,103,112,52,2,0,2,2,3,2,1,0,0,0,0,3,Positive
1671,2,19,104,186,139,2,1,2,0,0,2,0,1,2,2,0,0,Positive
1674,3,88,105,160,128,1,3,4,1,1,1,0,1,1,1,1,0,Positive
1678,4,11,102,154,24,1,3,4,1,3,2,2,0,2,2,0,2,Negative
1680,2,49,99,140,27,2,0,4,2,1,2,2,0,0,2,0,2,Negative
1682,1,12,102,177,39,2,0,4,1,1,1,0,0,2,0,0,2,Negative
1687,2,9,101,174,57,2,2,1,3,1,0,2,0,0,2,0,2,Negative
1691,2,19,102,156,24,2,1,2,3,1,2,2,0,2,2,1,2,Negative
1695,0.5,69,100,164,130,0,1,2,1,1,1,0,0,2,0,0,2,Negative
1696,2,9,101,159,126,2,2,1,3,3,1,0,0,2,2,1,0,Negative
1699,11,23,102,187,137,2,1,1,3,1,2,2,0,2,2,1,2,Negative
1700,2,29,99,176,45,2,2,4,3,0,2,1,0,2,2,0,2,Negative
1701,0.16666666666666666,18,99,149,57,2,1,2,2,1,0,2,0,2,2,0,2,Negative
1702,2,12,102,122,136,2,0,1,1,2,0,0,0,2,2,0,2,Negative
1705,0.16666666666666666,32,102,165,23,1,3,1,3,1,1,2,0,2,2,0,2,Negative
1712,0.25,82,105,108,23,2,0,2,3,1,0,0,1,2,2,0,2,Positive
1714,0.3333333333333333,61,101,135,33,0,1,2,1,3,2,0,0,2,0,0,0,Negative
1716,2,77,99,177,56,0,1,0,3,3,2,2,0,2,2,1,0,Negative
1718,1,67,103,164,125,2,2,2,2,0,0,1,1,1,0,1,0,Positive
1719,1,12,105,91,28,2,0,2,1,3,0,1,0,0,1,1,2,Positive
1721,0.057692307692307696,35,102,148,29,2,0,1,1,3,2,2,0,2,2,0,2,Negative
1723,0.038461538461538464,72,99,182,49,1,3,4,1,1,0,2,0,2,2,0,2,Negative
1726,2,74,102,130,38,2,0,1,0,3,0,2,0,0,2,0,0,Negative
1729,0.08333333333333333,81,102,123,140,2,0,4,1,3,2,2,0,2,2,0,0,Negative
1731,1,80,101,147,141,2,2,1,3,1,2,2,0,2,2,0,2,Negative
1737,1,57,100,153,39,2,0,1,2,2,2,0,0,2,0,0,2,Negative
1738,2,29,103,179,31,2,0,4,1,1,0,2,0,1,1,0,2,Positive
1740,0.25,80,101,96,59,2,0,2,1,1,2,2,0,0,0,0,0,Negative
1743,3,9,102,137,50,1,3,2,3,3,0,1,1,2,2,1,2,Negative
1749,1,87,103,124,44,2,1,2,0,3,0,1,0,0,1,1,2,Positive
1753,0.3333333333333333,66,100,142,49,2,2,4,1,1,2,2,0,2,0,0,2,Negative
1757,2,82,99,180,56,2,0,4,3,3,1,2,0,0,2,0,2,Negative
1759,0.25,57,101,120,49,2,1,4,1,3,0,2,0,2,2,0,2,Negative
1762,0.16666666666666666,57,105,97,54,1,3,4,3,3,0,0,1,2,1,1,0,Positive
1764,14,88,102,141,35,2,1,1,3,3,2,0,0,2,2,0,4,Negative
1769,0.08333333333333333,132,101,129,45,2,0,4,3,3,1,2,0,2,2,0,0,Negative
1772,2,37,99,179,60,1,3,1,1,2,2,2,0,2,1,0,2,Negative
1775,2,89,103,190,34,2,0,2,1,1,0,1,0,0,1,1,2,Positive
1778,0.16666666666666666,69,100,163,33,2,0,1,2,1,1,2,0,2,2,1,2,Negative
1780,11,42,102,173,22,2,2,1,0,1,2,0,0,2,2,0,2,Negative
1781,8,61,102,156,52,2,0,4,3,1,2,2,0,2,2,1,2,Negative
1788,2,34,102,152,33,2,0,1,1,3,0,0,0,2,2,0,2,Negative
1789,2,17,102,173,20,2,0,1,3,2,0,0,0,2,2,0,2,Negative
1790,0.16666666666666666,75,101,156,27,2,0,4,2,3,0,0,0,0,2,1,2,Negative
1796,2,48,104,139,24,2,2,2,3,1,0,0,0,1,1,1,0,Positive
1798,4,20,102,185,35,1,3,1,1,2,2,1,0,0,2,0,2,Negative
