age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
2.0,11,99,145,31,Pink,1-2 sec,BAR,Mild,Mild,Mild,None,None,None,Mild,None,Bruising,Negative
0.08333333333333333,9,102,139,41,Pink,1-2 sec,BAR,Chronic,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,36,101,106,21,Pale,UTO,QAR,Moderate,None,None,None,None,None,Mild,Present,Bruising,Negative
2.0,49,101,188,122,Pink,1-2 sec,QAR,Mild,Mild,None,Moderate,None,None,None,None,Normal,Negative
2.0,50,100,185,51,Pale,UTO,QAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
10.0,82,100,150,28,Pink,1-2 sec,BAR,Moderate,Mild,Mild,None,None,None,None,None,Bruising,Negative
1.0,19,99,152,55,Light Pink,>2 sec,BAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
8.0,71,100,149,23,Pink,<1 sec,BAR,Mild,None,None,None,None,Moderate,None,None,Normal,Negative
6.0,85,101,124,60,Pale,UTO,QAR,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,20,99,179,149,Pale,UTO,QAR,None,None,Mild,Mild,None,None,None,None,Bruising,Negative
4.0,56,105,150,41,Pink,1-2 sec,Dull/Depressed,None,Mild,Moderate,Mild,Present,Moderate,Moderate,None,Irritation,Positive
0.08333333333333333,74,102,111,131,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Bruising,Negative
2.0,53,100,128,22,Light Pink,>2 sec,Obtunded,None,None,Moderate,None,None,None,None,None,Petechiae,Negative
1.0,85,100,107,142,Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
10.0,27,101,182,58,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,Present,Normal,Negative
0.3333333333333333,70,101,122,27,Pink,1-2 sec,QAR,None,None,Moderate,Mild,None,None,None,None,Bruising,Negative
3.0,60,99,110,49,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,Mild,None,None,Normal,Negative
0.75,8,101,147,57,Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
2.0,16,100,152,135,Pink,<1 sec,BAR,None,None,Mild,Mild,None,None,None,Present,Normal,Negative
0.9166666666666666,90,100,151,134,Pink,1-2 sec,BAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
2.0,20,102,123,148,Light Pink,1-2 sec,QAR,Moderate,None,Mild,None,None,None,None,None,Normal,Negative
5.0,39,102,183,50,Pink,1-2 sec,Dull/Depressed,Chronic,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,67,100,137,60,Pink,<1 sec,QAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
17.0,85,101,113,26,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
7.0,62,101,159,30,Pink,1-2 sec,BAR,Mild,Moderate,None,None,None,None,Mild,None,Normal,Negative
16.0,31,99,171,29,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Moderate,None,None,None,None,Normal,Negative
2.0,74,100,139,51,Pink,<1 sec,BAR,Mild,None,None,None,None,None,None,None,Bruising,Negative
0.4166666666666667,59,102,116,130,Pink,>2 sec,QAR,Mild,None,Moderate,Mild,None,None,None,None,Normal,Negative
5.0,61,101,158,53,Pale,UTO,BAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
6.0,23,102,92,40,Pink,>2 sec,BAR,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
0.8333333333333334,37,99,130,48,Pink,>2 sec,BAR,Mild,Moderate,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,80,100,185,58,Pink,<1 sec,BAR,Mild,None,Mild,Mild,None,None,Mild,None,Petechiae,Negative
0.75,45,99,133,49,Pink,>2 sec,Dull/Depressed,None,None,None,Mild,None,None,Mild,None,Normal,Negative
6.0,8,100,160,35,Pink,<1 sec,BAR,None,None,Mild,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,56,101,140,132,Pink,1-2 sec,QAR,None,None,None,Mild,None,None,None,None,Irritation,Negative
12.0,73,102,170,127,Pink,<1 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,13,101,174,56,Pale,UTO,BAR,None,Moderate,None,None,None,None,Mild,None,Normal,Negative
5.0,37,103,188,48,Pink,>2 sec,Dull/Depressed,None,None,Mild,Moderate,None,Moderate,Mild,None,Bruising,Positive
0.16666666666666666,34,102,101,22,Pale,UTO,QAR,None,None,None,Mild,None,Moderate,None,None,Bruising,Negative
7.0,89,100,151,142,Pink,1-2 sec,BAR,None,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
8.0,33,100,118,28,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
10.0,33,104,184,45,Light Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,Present,Moderate,Moderate,Present,Bruising,Positive
0.3333333333333333,62,102,102,122,Light Pink,<1 sec,BAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
2.0,64,100,118,146,Light Pink,1-2 sec,Dull/Depressed,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
0.16666666666666666,71,102,98,44,Pale,UTO,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
0.75,20,102,94,124,Pale,UTO,BAR,Moderate,None,Mild,Mild,None,None,None,None,Normal,Negative
2.0,65,100,96,39,Pink,>2 sec,BAR,Chronic,Mild,None,None,None,None,Mild,None,Normal,Negative
0.4166666666666667,81,102,190,26,Pink,1-2 sec,QAR,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
0.3333333333333333,34,101,100,46,Pink,<1 sec,BAR,Moderate,None,Mild,Moderate,None,None,None,None,Normal,Negative
1.0,54,101,171,29,Pale,UTO,BAR,None,Mild,Mild,None,None,None,Mild,None,Irritation,Negative
12.0,78,105,152,57,Pink,<1 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,None,Moderate,Present,Irritation,Positive
3.0,33,102,96,33,Pink,1-2 sec,QAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.4166666666666667,25,100,145,24,Pale,UTO,Dull/Depressed,None,Chronic,None,Mild,None,None,None,None,Normal,Negative
1.0,28,100,151,134,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
0.5,71,99,129,48,Pale,UTO,BAR,Moderate,Mild,Mild,Moderate,None,None,None,Present,Normal,Negative
0.5,11,105,122,126,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,Mild,Present,Moderate,Mild,None,Bruising,Positive
2.0,173,104,154,120,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,Mild,Mild,Present,Petechia,Positive
0.00821917808219178,60,99,103,140,Pink,>2 sec,Dull/Depressed,Moderate,Moderate,None,None,None,None,None,None,Normal,Negative
0.00821917808219178,76,100,106,54,Pale,UTO,BAR,None,Mild,None,None,None,None,Mild,None,Normal,Negative
4.0,88,103,175,127,Pink,1-2 sec,Anxious/Agitated,None,Chronic,Mild,Moderate,Present,Moderate,Moderate,None,Normal,Positive
2.0,87,101,135,42,Light Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
2.0,41,101,116,48,Pink,1-2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Bruising,Negative
12.0,74,102,158,46,Light Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.3333333333333333,50,100,160,128,Pink,1-2 sec,BAR,None,Mild,Mild,Moderate,None,None,Mild,None,Normal,Negative
4.0,7,101,155,53,Light Pink,1-2 sec,BAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
15.0,50,99,96,53,Pale,UTO,BAR,None,None,Mild,None,Present,Mild,None,None,Normal,Negative
6.0,88,101,178,59,Pink,<1 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
1.0,89,99,97,53,Pink,<1 sec,Dull/Depressed,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
0.08333333333333333,38,102,144,46,Pink,1-2 sec,QAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,31,101,170,20,Pink,1-2 sec,BAR,None,Mild,Moderate,Moderate,None,None,None,None,Normal,Negative
10.0,20,104,89,122,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,None,None,Moderate,Moderate,Present,Normal,Positive
13.0,26,101,125,128,Pale,UTO,Dull/Depressed,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,35,100,168,135,Pale,UTO,BAR,None,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
2.0,11,101,189,131,Pale,UTO,QAR,Mild,None,None,Mild,None,None,None,None,Normal,Negative
8.0,53,99,160,26,Pale,UTO,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,90,99,98,40,Pale,UTO,QAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
0.057692307692307696,88,101,155,125,Pink,>2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.057692307692307696,22,101,131,23,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
3.0,89,100,91,129,Pink,1-2 sec,QAR,Moderate,None,None,None,None,None,None,None,Bruising,Negative
0.057692307692307696,84,100,182,56,Pink,<1 sec,QAR,Mild,None,None,None,None,Mild,None,None,Bruising,Negative
0.057692307692307696,20,102,181,52,Pink,>2 sec,QAR,Mild,Chronic,Moderate,None,None,None,Mild,None,Normal,Negative
4.0,63,102,130,26,Pale,UTO,BAR,None,None,Mild,None,None,None,None,None,Normal,Negative
6.0,50,102,141,25,Light Pink,1-2 sec,Dull/Depressed,None,Mild,None,None,None,None,Mild,None,Normal,Negative
0.6666666666666666,64,99,190,124,Pale,UTO,QAR,None,Chronic,Mild,None,None,None,None,None,Normal,Negative
1.0,36,101,140,21,Pink,1-2 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
1.0,48,101,122,46,Pink,<1 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,None,None,None,None,Normal,Negative
1.0,80,99,177,23,Pink,1-2 sec,QAR,None,Mild,None,Mild,None,None,None,Present,Normal,Negative
0.07692307692307693,36,102,106,27,Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
2.0,74,102,158,35,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
7.0,44,100,142,41,Light Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,9,100,170,38,Light Pink,>2 sec,BAR,Mild,Chronic,Mild,Mild,None,None,None,None,Bruising,Negative
2.0,75,101,178,60,Pink,1-2 sec,Dull/Depressed,None,None,Moderate,None,None,None,None,None,Normal,Negative
0.4166666666666667,49,99,174,124,Light Pink,1-2 sec,BAR,Chronic,Mild,Mild,None,None,None,None,None,Bruising,Negative
0.08333333333333333,62,101,89,132,Pink,1-2 sec,BAR,None,None,Moderate,None,None,None,None,None,Normal,Negative
2.0,81,105,181,40,Light Pink,1-2 sec,Dull/Depressed,None,None,Moderate,Mild,Present,Moderate,Moderate,None,Bruising,Positive
2.0,88,101,137,124,Light Pink,>2 sec,QAR,None,None,Mild,None,None,None,None,None,Bruising,Negative
10.0,147,102,129,42,Pink,>2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
5.0,73,100,130,39,Pink,>2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
10.0,26,101,145,57,Light Pink,>2 sec,BAR,Mild,None,None,None,None,Mild,None,Present,Normal,Negative
1.0,178,101,92,52,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,48,101,189,32,Light Pink,<1 sec,BAR,None,Mild,Mild,None,None,None,Mild,None,Normal,Negative
4.0,75,101,164,28,Light Pink,<1 sec,Dull/Depressed,None,Moderate,None,None,None,None,Mild,None,Normal,Negative
0.4166666666666667,83,99,156,53,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
4.0,84,99,186,41,Pink,1-2 sec,QAR,Mild,None,None,None,None,None,None,Present,Normal,Negative
10.0,11,102,132,47,Pink,<1 sec,BAR,None,Mild,None,Mild,None,None,None,Present,Normal,Negative
2.0,11,104,164,23,Pink,<1 sec,Dull/Depressed,None,None,Mild,Mild,Present,Mild,Moderate,None,Normal,Positive
2.0,87,99,152,135,Light Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
3.0,25,102,114,24,Pale,UTO,QAR,None,Mild,None,None,None,None,None,None,Irritation,Negative
0.08333333333333333,51,100,131,27,Pink,1-2 sec,QAR,Moderate,Chronic,Moderate,Mild,None,None,None,None,Normal,Negative
3.0,25,102,173,49,Light Pink,1-2 sec,Dull/Depressed,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
8.0,38,100,121,150,Pink,1-2 sec,QAR,None,Moderate,Mild,None,None,None,Mild,None,Normal,Negative
0.3333333333333333,85,102,154,28,Pink,1-2 sec,Dull/Depressed,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,12,101,95,147,Pink,1-2 sec,QAR,None,Mild,None,None,None,None,None,Present,Bruising,Negative
1.0,83,101,187,46,Pink,1-2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.3333333333333333,23,100,154,131,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,43,100,169,58,Pink,1-2 sec,Dull/Depressed,Chronic,None,None,None,None,None,Mild,None,Normal,Negative
5.0,6,101,97,142,Pink,>2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
3.0,52,101,131,150,Pale,UTO,BAR,None,Mild,Moderate,None,None,None,None,None,Bruising,Negative
2.0,8,102,169,122,Pale,UTO,BAR,None,Mild,None,Mild,None,None,None,None,Irritation,Negative
1.0,68,101,96,38,Pink,1-2 sec,QAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
0.25,60,104,169,19,Light Pink,1-2 sec,QAR,Mild,Mild,None,Mild,Present,Mild,None,Present,Normal,Positive
5.0,59,101,142,128,Pink,>2 sec,QAR,Mild,None,Moderate,Mild,None,None,None,None,Normal,Negative
2.0,44,99,137,19,Pink,1-2 sec,Dull/Depressed,None,Chronic,None,None,None,None,None,None,Normal,Negative
3.0,88,102,112,28,Light Pink,1-2 sec,BAR,None,None,None,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,43,101,108,40,Pink,1-2 sec,QAR,None,None,None,Moderate,None,None,Mild,Present,Irritation,Negative
0.16666666666666666,27,101,96,28,Pink,1-2 sec,BAR,None,Mild,Mild,None,Present,None,None,None,Normal,Negative
2.0,90,99,92,23,Light Pink,<1 sec,BAR,Mild,Mild,None,None,None,None,Mild,None,Irritation,Negative
0.16666666666666666,69,102,98,123,Pink,<1 sec,QAR,Mild,Mild,Mild,Moderate,None,None,None,None,Normal,Negative
0.75,56,101,162,23,Pink,<1 sec,Dull/Depressed,Moderate,None,Mild,None,None,None,None,Present,Normal,Negative
4.0,30,101,124,50,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Moderate,None,None,None,None,Bruising,Negative
0.16666666666666666,82,101,150,38,Light Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
7.0,65,100,181,141,Pale,UTO,QAR,Moderate,Moderate,Mild,None,None,None,None,None,Normal,Negative
0.08333333333333333,49,102,171,38,Pink,>2 sec,QAR,Mild,Mild,Mild,None,None,Mild,None,None,Normal,Negative
0.019230769230769232,33,101,143,20,Pale,UTO,QAR,Mild,Chronic,Mild,None,None,None,None,None,Normal,Negative
0.019230769230769232,28,100,119,143,Pale,UTO,Dull/Depressed,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,62,101,120,46,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,Mild,None,None,None,None,Bruising,Negative
8.0,25,102,130,36,Pink,>2 sec,BAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
0.25,19,101,117,36,Pink,1-2 sec,QAR,None,Chronic,Mild,None,None,None,None,None,Irritation,Negative
1.0,52,102,163,37,Light Pink,>2 sec,BAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,76,102,165,128,Pink,1-2 sec,BAR,None,Moderate,None,Mild,None,None,Mild,None,Normal,Negative
1.0,78,100,95,60,Pale,UTO,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,42,99,182,56,Pink,<1 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
1.0,20,103,132,22,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,Present,Moderate,Moderate,None,Normal,Positive
1.0,77,101,155,48,Pink,1-2 sec,QAR,Chronic,None,None,Mild,None,None,None,None,Normal,Negative
3.0,9,102,177,136,Pink,1-2 sec,QAR,None,None,Moderate,Moderate,None,None,None,None,Normal,Negative
2.0,40,104,185,132,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,None,Mild,None,Mild,Moderate,None,Bruising,Positive
3.0,65,102,110,23,Light Pink,1-2 sec,QAR,None,None,None,None,None,Mild,None,None,Normal,Negative
0.16666666666666666,77,100,95,56,Pink,<1 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
1.0,48,100,108,51,Pink,<1 sec,Dull/Depressed,None,Moderate,Mild,Mild,None,Mild,None,None,Normal,Negative
1.0,41,99,107,122,Pink,>2 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
2.0,31,101,162,135,Pale,UTO,QAR,Mild,Moderate,Mild,Mild,None,None,None,None,Normal,Negative
0.9166666666666666,187,99,123,55,Pink,1-2 sec,QAR,Mild,Moderate,Mild,None,None,Mild,Mild,None,Normal,Negative
0.16666666666666666,69,100,127,25,Pink,1-2 sec,BAR,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
7.0,24,102,98,33,Pale,UTO,QAR,Mild,Mild,Mild,Mild,None,None,None,None,Normal,Negative
2.0,42,100,126,54,Light Pink,<1 sec,QAR,Mild,Moderate,None,None,None,Mild,None,None,Normal,Negative
2.0,46,101,99,47,Pink,1-2 sec,QAR,None,None,Moderate,None,None,Mild,Mild,None,Normal,Negative
0.25,66,102,171,131,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
3.0,15,102,134,40,Pink,<1 sec,Dull/Depressed,None,None,None,Mild,None,None,Mild,None,Normal,Negative
1.0,77,99,158,49,Pale,UTO,BAR,None,None,None,None,None,None,None,Present,Normal,Negative
3.0,6,101,88,19,Pink,<1 sec,BAR,Mild,Chronic,None,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,23,101,103,40,Pale,UTO,BAR,Moderate,Mild,Moderate,None,None,Mild,None,None,Normal,Negative
1.0,87,99,141,121,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,Mild,None,Bruising,Negative
2.0,45,105,143,30,Pale,UTO,QAR,Mild,None,Mild,None,None,Moderate,None,None,Irritation,Positive
0.3333333333333333,90,103,95,130,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,None,None,Moderate,Moderate,Present,Normal,Positive
2.0,49,104,166,144,Pink,<1 sec,BAR,Chronic,None,None,None,Present,Moderate,Mild,None,Normal,Positive
1.0,68,101,144,36,Pale,UTO,Dull/Depressed,Chronic,None,None,Mild,None,Mild,Mild,None,Normal,Negative
0.07692307692307693,19,100,158,137,Light Pink,<1 sec,BAR,Mild,Moderate,None,Mild,None,None,None,None,Irritation,Negative
5.0,67,100,160,58,Pink,<1 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Bruising,Negative
1.0,13,101,98,27,Light Pink,1-2 sec,QAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
1.0,54,103,122,51,Pink,1-2 sec,BAR,Chronic,None,None,Mild,Present,None,Moderate,None,Bruising,Positive
1.0,80,101,188,36,Pink,<1 sec,QAR,Chronic,Moderate,None,Mild,None,None,None,None,Normal,Negative
6.0,53,99,163,48,Pale,UTO,Dull/Depressed,Mild,Mild,None,None,None,None,None,Present,Normal,Negative
2.0,54,100,119,58,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,Mild,Moderate,None,Normal,Negative
6.0,76,101,150,52,Pink,<1 sec,BAR,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
0.25,118,102,163,136,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,Mild,None,None,Normal,Negative
0.16666666666666666,81,101,142,59,Light Pink,1-2 sec,QAR,None,None,Moderate,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,23,99,91,48,Pale,UTO,BAR,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
1.0,65,101,119,36,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,Mild,Present,Bruising,Negative
0.08333333333333333,70,99,142,29,Pale,UTO,BAR,None,None,Moderate,Moderate,Present,None,None,None,Normal,Negative
0.08333333333333333,87,102,176,130,Pink,<1 sec,QAR,Mild,Chronic,None,None,None,None,Moderate,None,Normal,Negative
1.0,66,101,178,60,Pink,<1 sec,QAR,None,Mild,Moderate,Moderate,None,None,None,Present,Normal,Negative
0.25,67,101,150,132,Light Pink,<1 sec,BAR,Mild,Mild,Moderate,None,None,None,None,None,Bruising,Negative
2.0,12,102,101,40,Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
1.0,155,100,100,42,Pink,1-2 sec,BAR,None,None,Mild,Mild,None,None,None,None,Normal,Negative
7.0,80,103,101,52,Pink,<1 sec,Dull/Depressed,Moderate,None,Mild,Mild,None,Mild,Mild,Present,Normal,Positive
3.0,65,99,116,51,Pink,<1 sec,QAR,None,Mild,None,None,None,Mild,Mild,None,Normal,Negative
2.0,20,100,106,36,Pink,>2 sec,BAR,Mild,None,Mild,None,None,Mild,None,None,Normal,Negative
4.0,74,99,102,24,Pink,<1 sec,BAR,None,Chronic,None,None,None,None,None,None,Normal,Negative
0.3333333333333333,41,100,187,55,Pale,UTO,BAR,Moderate,Moderate,None,Moderate,None,None,None,None,Normal,Negative
0.08333333333333333,55,102,111,31,Light Pink,<1 sec,BAR,Chronic,Chronic,None,None,None,None,None,None,Normal,Negative
11.0,33,102,96,19,Pink,<1 sec,QAR,None,Chronic,Mild,None,None,None,Mild,None,Normal,Negative
12.0,70,102,127,52,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
1.0,73,102,107,138,Pink,1-2 sec,BAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
2.0,38,102,118,49,Pink,>2 sec,BAR,Mild,Mild,None,Mild,None,Mild,None,None,Bruising,Negative
7.0,89,104,133,58,Light Pink,1-2 sec,Dull/Depressed,Chronic,Mild,Mild,Mild,Present,Mild,Moderate,None,Bruising,Positive
0.25,131,105,188,127,Pale,UTO,BAR,Mild,Mild,None,Moderate,None,None,None,Present,Normal,Positive
2.0,77,105,93,24,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Moderate,Mild,None,Mild,Moderate,None,Normal,Positive
2.0,63,99,142,43,Pale,UTO,Dull/Depressed,Moderate,None,Mild,None,None,None,None,None,Normal,Negative
2.0,7,102,108,150,Pale,UTO,BAR,Mild,None,None,Moderate,None,None,None,None,Bruising,Negative
2.0,26,100,190,60,Pink,<1 sec,BAR,Moderate,None,None,Mild,None,Mild,None,None,Normal,Negative
1.0,88,105,173,51,Pink,<1 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,None,None,Moderate,None,Normal,Positive
0.25,88,103,104,140,Pink,1-2 sec,Dull/Depressed,None,None,Severe,Mild,None,Mild,Moderate,Present,Bruising,Positive
1.0,58,101,139,30,Light Pink,1-2 sec,QAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
15.0,62,102,108,147,Pink,<1 sec,BAR,Mild,Mild,None,Moderate,None,None,None,Present,Normal,Negative
1.0,22,105,163,33,Light Pink,1-2 sec,Dull/Depressed,Chronic,None,Moderate,Moderate,Present,None,Moderate,None,Irritation,Positive
7.0,29,102,109,41,Pink,<1 sec,BAR,Moderate,Mild,None,Mild,None,None,None,None,Irritation,Negative
