FIPS_Code,State,County,Borrelia_burgdorferi_sensu_stricto_County_Status,Borrelia_burgdorferi_sensu_stricto_Data_Source,Borrelia_mayonii_County_Status,Borrelia_mayonii_Data_Source,Borrelia_miyamotoi_County_Status,Borrelia_miyamotoi_Data_Source,Anaplasma_phagocytophilum_County_Status,Anaplasma_phagocytophilum_Data_Source,Ehrlichia_muris_eauclairensis_County_Status,Ehrlichia_muris_eauclairensis_Data_Source,Babesia_microti_County_Status,Babesia_microti_Data_Source,Powassan_virus_County_Status,Powassan_virus_Data_Source
02290,AK  ,Yukon-Koyukuk Census                                                                                ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
02999,AK  ,Unspecified County                                                                                  ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04001,AZ  ,Apache County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04003,AZ  ,Cochise County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04005,AZ  ,Coconino County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04007,AZ  ,Gila County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04009,AZ  ,Graham County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04011,AZ  ,Greenlee County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04012,AZ  ,La Paz County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04013,AZ  ,Maricopa County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04015,AZ  ,Mohave County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04017,AZ  ,Navajo County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04019,AZ  ,Pima County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04021,AZ  ,Pinal County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04023,AZ  ,Santa Cruz County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04025,AZ  ,Yavapai County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
04027,AZ  ,Yuma County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05001,AR  ,Arkansas County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05003,AR  ,Ashley County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05005,AR  ,Baxter County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05007,AR  ,Benton County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05009,AR  ,Boone County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05011,AR  ,Bradley County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05013,AR  ,Calhoun County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05015,AR  ,Carroll County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05017,AR  ,Chicot County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05019,AR  ,Clark County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
05021,AR  ,Clay County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
