fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
12055,FL,Highlands County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12057,FL,Hillsborough County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12059,FL,Holmes County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
12061,FL,Indian River County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12063,FL,Jackson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12065,FL,Jefferson County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12067,FL,Lafayette County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12069,FL,Lake County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12071,FL,Lee County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12073,FL,Leon County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12075,FL,Levy County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12077,FL,Liberty County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12079,FL,Madison County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12081,FL,Manatee County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
12083,FL,Marion County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12085,FL,Martin County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
12086,FL,Miami-Dade County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
